LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
IDN,STINT,TOT,PC_PA,M,2015-04,6.865175,
IDN,STINT,TOT,PC_PA,M,2015-05,6.908456,
IDN,STINT,TOT,PC_PA,M,2015-06,6.9415070000000005,
IDN,STINT,TOT,PC_PA,M,2015-07,7.37365,
IDN,STINT,TOT,PC_PA,M,2015-08,7.4568,
IDN,STINT,TOT,PC_PA,M,2015-09,7.743074000000001,
IDN,STINT,TOT,PC_PA,M,2015-10,8.191063,
IDN,STINT,TOT,PC_PA,M,2015-11,8.368109,
IDN,STINT,TOT,PC_PA,M,2015-12,8.706614,
IDN,STINT,TOT,PC_PA,M,2016-01,8.583902,
IDN,STINT,TOT,PC_PA,M,2016-02,8.129706,
IDN,STINT,TOT,PC_PA,M,2016-03,7.027694,
IDN,STINT,TOT,PC_PA,M,2016-04,6.623336,
IDN,STINT,TOT,PC_PA,M,2016-05,6.6499179999999996,
IDN,STINT,TOT,PC_PA,M,2016-06,7.043247,
IDN,STINT,TOT,PC_PA,M,2016-07,7.18526,
IDN,STINT,TOT,PC_PA,M,2016-08,7.118347,
IDN,STINT,TOT,PC_PA,M,2016-09,7.134291,
IDN,STINT,TOT,PC_PA,M,2016-10,7.019614999999999,
IDN,STINT,TOT,PC_PA,M,2016-11,6.968424000000001,
IDN,STINT,TOT,PC_PA,M,2016-12,7.207269,
IDN,STINT,TOT,PC_PA,M,2017-01,6.9370009999999995,
IDN,STINT,TOT,PC_PA,M,2017-02,6.827475,
IDN,STINT,TOT,PC_PA,M,2017-03,6.858244,
IDN,STINT,TOT,PC_PA,M,2017-04,6.854500999999999,
IDN,STINT,TOT,PC_PA,M,2017-05,6.856186,
IDN,STINT,TOT,PC_PA,M,2017-06,6.8872919999999995,
IDN,STINT,TOT,PC_PA,M,2017-07,6.900419,
IDN,STINT,TOT,PC_PA,M,2017-08,6.234481,
IDN,STINT,TOT,PC_PA,M,2017-09,5.378636,
IDN,STINT,TOT,PC_PA,M,2017-10,5.193182,
IDN,STINT,TOT,PC_PA,M,2017-11,5.197627,
IDN,STINT,TOT,PC_PA,M,2017-12,5.378411,
IDN,STINT,TOT,PC_PA,M,2018-01,5.3085059999999995,
IDN,STINT,TOT,PC_PA,M,2018-02,5.305434,
IDN,STINT,TOT,PC_PA,M,2018-03,5.323601999999999,
IDN,STINT,TOT,PC_PA,M,2018-04,5.453283,
IDN,STINT,TOT,PC_PA,M,2018-05,6.248857,
IDN,STINT,TOT,PC_PA,M,2018-06,7.102219,
IDN,STINT,TOT,PC_PA,M,2018-07,7.237246000000001,
IDN,STINT,TOT,PC_PA,M,2018-08,7.070588000000001,
IDN,STINT,TOT,PC_PA,M,2018-09,7.138178999999999,
IDN,STINT,TOT,PC_PA,M,2018-10,7.4594309999999995,
IDN,STINT,TOT,PC_PA,M,2018-11,7.61,
IDN,STINT,TOT,PC_PA,M,2018-12,7.69,
IDN,STINT,TOT,PC_PA,M,2019-01,7.49,
IDN,STINT,TOT,PC_PA,M,2019-02,7.36,
IDN,STINT,TOT,PC_PA,M,2019-03,7.23,
